[ 남양주진건지구S-1BL공동주택건설공사 ],,,,,,,,,,,,,,,,
품      명,규      격,단위,내     역     서,,,,,,,,,비  고,,,,
타일시멘트,"압착용,25KG",포,,"5,700",-,-,-,-,-,"5,700",-,,,,,
타일시멘트,"줄눈용,25KG",포,,"5,700",-,-,-,-,-,"5,700",-,,,,,
[ 합           계 ],,,,,"7,482,869",,-,,-,,"7,482,869",,,,,
010317  운    반    비,,,,,,,,,,,,,,,,
운반비(트레일러20톤),철근 L:20km,TON,"3,710",-,-,-,-,"18,000","66,772,566","18,000","66,772,566",,,,,
시멘트운반,"L:20km, 덤프8톤",포,"1,479",-,-,-,-,500,"739,500",500,"739,500",,,,,
모래운반비,"L:20km, 덤프8톤",M3,49,-,-,-,-,"8,000","392,000","8,000","392,000",,,,,
[ 합           계 ],,,,,-,,-,,"67,904,066",,"67,904,066",,,,,
010318  작 업 부 산 물,,,,,,,,,,,,,,,,
철강설,"철근, 작업설부산물",TON,-98,"253,000","-24,822,589",-,-,-,-,"253,000","-24,822,589",,,,,
[ 합           계 ],,,,,"-24,822,589",,-,,-,,"-24,822,589",,,,,
010401  가  설  공  사,,,,,,,,,,,,,,,,
건축물 현장정리,,M2,"1,958",-,-,"2,200","4,307,600",-,-,"2,200","4,307,600",,,,,
먹메김 (주택용),,M2,"1,958",-,-,"3,300","6,461,400",-,-,"3,300","6,461,400",,,,,
준공청소비,,M2,"1,958",205,"401,390","1,641","3,213,078",205,"401,390","2,051","4,015,858",,,,,
이동식 강관조립 말비계,H=2M 1단 3개월,대,2,"22,000","44,000","22,000","44,000",-,-,"44,000","88,000",,,,,
강관비계매기(브라켓) (3개월),,M2,"1,322","6,600","8,725,200","7,700","10,179,400",-,-,"14,300","18,904,600",,,,,
조립식강관동바리(시스템동바리),H=4.2~10M 1개월,M3,"6,295","2,750","17,311,250","2,750","17,311,250",-,-,"5,500","34,622,500",,,,,
강관비계다리,(30M미만 3개월 디딤판면적),M2,47,"11,000","517,000","16,500","775,500",-,-,"27,500","1,292,500",,,,,
강관동바리 손료,"H=3.5M이하, 일반 1개월",M2,87,"1,100","95,700","1,650","143,550",-,-,"2,750","239,250",,,,,
강관동바리 손료,"H=3.6M이상~ 3.8M이하, 일반 1개월",M2,"1,924","1,100","2,116,400","1,650","3,174,600",-,-,"2,750","5,291,000",,,,,
건축물보양 - 콘크리트,살수,M2,"2,986",-,-,550,"1,642,300",-,-,550,"1,642,300",,,,,
"건축물보양 - 석재,타일",하드롱지,M2,777,731,"567,987",522,"405,594",-,-,"1,253","973,581",,,,,
건축물보양 - 기타부분,목재,M2,8,731,"5,848",313,"2,504",-,-,"1,044","8,352",,,,,
[ 합           계 ],,,,,"29,784,775",,"47,660,776",,"401,390",,"77,846,941",,,,,
010402  철근콘크리트공사,,,,,,,,,,,,,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD500), HD-10, 지정장소도",톤,47,"816,250","38,679,638",-,-,-,-,"816,250","38,679,638",,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD500), HD-13, 지정장소도",톤,1,"803,750","592,363",-,-,-,-,"803,750","592,363",,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD600), HD-16, 지정장소도",톤,4,"822,500","3,591,035",-,-,-,-,"822,500","3,591,035",,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD600), HD-19, 지정장소도",톤,40,"822,500","32,505,200",-,-,-,-,"822,500","32,505,200",,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-18-08",M3,,"60,950",-,-,-,-,-,"60,950",-,,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-18-15",M3,100,"62,560","6,256,000",-,-,-,-,"62,560","6,256,000",,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-21-15",M3,819,"68,904","56,432,376",-,-,-,-,"68,904","56,432,376",,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-24-15",M3,,"71,415",-,-,-,-,-,"71,415",-,,,,,
합판 거푸집 설치 및 해체,"3회 사용시, 0~7m까지",M2,"3,145","10,500","33,022,500","27,720","87,179,400",-,-,"38,220","120,201,900",,,,,
합판 거푸집 설치 및 해체 / 경사 슬래브,"3회 사용시, 0~7m까지",M2,,"11,000",-,"29,040",-,-,-,"40,040",-,,,,,
합판 거푸집 설치 및 해체 / 곡면,"3회 사용시, 0~7m까지",M2,,"11,000",-,"29,040",-,-,-,"40,040",-,,,,,
합판 거푸집 설치 및 해체 / 원형,"3회 사용시, 0~7m까지",M2,,"11,000",-,"29,040",-,"2,200",-,"42,240",-,,,,,
패드 마구리폼,,M2,,"11,550",-,"27,720",-,-,-,"39,270",-,,,,,
유로폼 설치 및 해체,"벽, 0~7m까지",M2,"3,053","10,500","32,056,500","30,240","92,322,720",-,-,"40,740","124,379,220",,,,,
철근 공장 가공 및 현장 조립,보통(미할증),TON,89,"33,000","2,947,890","253,000","22,600,490","71,500","6,387,095","357,500","31,935,475",,,,,
무근콘크리트타설,슬럼프8-12,M3,,-,-,"5,775",-,"4,620",-,"10,395",-,,,,,
무근콘크리트타설,슬럼프 15,M3,98,-,-,"5,775","565,950","4,620","452,760","10,395","1,018,710",,,,,
철근콘크리트타설,슬럼프 15,M3,811,-,-,"5,775","4,683,525","4,620","3,746,820","10,395","8,430,345",,,,,
섬유보강재,,M3,98,"4,180","409,640","1,100","107,800",-,-,"5,280","517,440",,,,,
면접기,,M,-,-,-,"1,100",-,-,-,"1,100",-,,,,,
[ 합           계 ],,,,,"206,493,142",,"207,459,885",,"10,586,675",,"424,539,702",,,,,
010403  조  적  공  사,,,,,,,,,,,,,,,,
콘크리트벽돌,"190*57*90mm, C종2급",매,"98,394",49,"4,821,306",-,-,-,-,49,"4,821,306",,,,,
시멘트벽돌(0.5B 쌓기),1층 소운반,M2,206,-,-,"11,755","2,421,530",-,-,"11,755","2,421,530",,,,,
시멘트벽돌(0.5B 쌓기),2층 소운반,M2,154,-,-,"11,755","1,810,270",-,-,"11,755","1,810,270",,,,,
시멘트벽돌(0.5B 공간쌓기),2층 소운반,M2,,-,-,"11,755",-,-,-,"11,755",-,,,,,
시멘트벽돌(1.0B 쌓기),1층 소운반,M2,344,-,-,"23,512","8,088,128",-,-,"23,512","8,088,128",,,,,
시멘트벽돌(1.0B 쌓기),2층 소운반,M2,103,-,-,"23,512","2,421,736",-,-,"23,512","2,421,736",,,,,
철근콘크리트인방,100*100,M,13,"5,225","67,925","3,135","40,755",-,-,"8,360","108,680",,,,,
철근콘크리트인방,200*200,M,19,"10,450","198,550","3,135","59,565",-,-,"13,585","258,115",,,,,
콘크리트방수턱,100*100,M,42,"2,200","92,400","2,200","92,400",-,-,"4,400","184,800",,,,,
콘크리트방수턱,100*200,M,-,"3,300",-,"3,300",-,-,-,"6,600",-,,,,,
콘크리트방수턱,200*100,M,66,"3,300","217,800","3,300","217,800",-,-,"6,600","435,600",,,,,
콘크리트방수턱,200*200,M,,"3,300",-,"3,300",-,-,-,"6,600",-,,,,,
무석면압출성형 시멘트판설치,"30T,건식",M2,,"56,430",-,"39,710",-,"2,090",-,"98,230",-,,,,,
무석면압출성형 시멘트판설치,"코너,벽하부 L=300 30T,건식",M,,"25,080",-,"15,675",-,"1,045",-,"41,800",-,,,,,
무석면압출성형 시멘트판두겁설치,두겁 W=350,M,,"32,395",-,"18,810",-,"1,045",-,"52,250",-,,,,,
[ 합           계 ],,,,,"5,397,981",,"15,152,184",,-,,"20,550,165",,,,,
010404  석    공    사,,,,,,,,,,,,,,,,
화강석 A(28)/외부,"바닥, 물갈기, 30mm",M2,22,"24,816","545,952","20,680","454,960",-,-,"45,496","1,000,912",,,,,
화강석 A(28)/외벽,"물갈기,30mm",M2,472,"27,918","13,177,296",-,-,-,-,"27,918","13,177,296",,,,,
화강석 A(28)/두겁석(주민공동시설),"물갈기, T:50 W=300",M,81,"9,138","740,178","22,000","1,782,000","3,069","248,589","34,207","2,770,767",,,,,
화강석 바닥판깔기(시공비),바탕30,M2,22,-,-,"20,971","461,362","1,534","33,748","22,505","495,110",,,,,
"테라죠판붙임(습식, 일반)","바닥, 400*400*25mm, 모르타르 25mm",M2,15,"12,270","184,050","14,404","216,060",533,"7,995","27,207","408,105",,,,,
"테라죠판붙임(습식, 일반)/계단","바닥, 400*400*25mm, 모르타르 25mm",M2,18,"22,407","403,326","14,404","259,272",533,"9,594","37,344","672,192",,,,,
"테라죠판붙임(습식, 일반)/계단","챌판, 400*400*25mm, 모르타르 25mm",M2,10,"22,407","224,070","14,404","144,040",533,"5,330","37,344","373,440",,,,,
석재벽체시공비(t=30mm),"벽,건식(스텐앙카,코킹포함)",M2,472,"10,230","4,828,560","31,201","14,726,872","2,557","1,206,904","43,988","20,762,336",,,,,
"★대리석(ST-01)/관리사무소,계단실","바닥,20mm,바탕30mm, 수리산업,잿빛 아람",M2,131,"65,780","8,617,180","30,360","3,977,160","5,060","662,860","101,200","13,257,200",,,,,
★대리석(ST-02)/전체 실,"바닥,20mm,바탕40mm, 일신석재,마천석 소화 버너브러시 강하게(부드럽게)",M2,15,"65,780","986,700","30,360","455,400","5,060","75,900","101,200","1,518,000",,,,,
"★인조대리석걸레받이(IST-04)/피트니스,라커,경로당","H=50*12mm, LG하이믹스,G117 카푸치노",M,6,"16,500","99,000","8,800","52,800","1,100","6,600","26,400","158,400",,,,,
"★인조대리석재료분리대(IST-04)/피트니스,라커,경로당","W40*T12, LG하이믹스,G117 카푸치노",M,8,"16,500","132,000","8,800","70,400","1,100","8,800","26,400","211,200",,,,,
★대리석창대(ST-02)/골프연습장,"W375*30mm,건식, 일신석재,마천석 소화 버너브러시 강하게(부드럽게)",M,9,"22,000","198,000","8,800","79,200","1,100","9,900","31,900","287,100",,,,,
★인조대리석(IST-03)/공용화장실,"세면대상판,W600*H200*12mm, 삼성스타론, 페블문 _ PM832",M,9,"148,335","1,335,015","30,690","276,210","15,345","138,105","194,370","1,749,330",,,,,
★인조대리석(IST-03)/공용화장실,"소변기턱,110*20mm, 삼성스타론, 페블문 _ PM832",M,5,"22,000","110,000","8,800","44,000","1,100","5,500","31,900","159,500",,,,,
화강석 D,"포천석 물갈기, 25mm",M2,,"23,529",-,-,-,"1,023",-,"24,552",-,,,,,
화강석 F,"포천석 버너구이, 25mm",M2,,"23,529",-,-,-,"1,023",-,"24,552",-,,,,,
화강석 F,"포천석 버너구이, 30mm",M2,,"24,552",-,-,-,"1,023",-,"25,575",-,,,,,
화강석 D/두겁석(주민공동시설),"포천석 물갈기, T:30 W=150",M,,"3,580",-,-,-,"2,557",-,"6,137",-,,,,,
화강석 D/두겁석(주민공동시설),"포천석 물갈기, T:50 W=200",M,,"6,138",-,"22,000",-,"3,069",-,"31,207",-,,,,,
화강석/내부,"바닥, 물갈기+버너구이, 25mm",M2,,"33,088",-,"20,680",-,-,-,"53,768",-,,,,,
화강석/외부,"바닥, 물갈기+버너구이, 30mm",M2,,"24,816",-,"20,680",-,-,-,"45,496",-,,,,,
화강석/외부,"바닥, 30mm",M2,,"24,816",-,"20,680",-,-,-,"45,496",-,,,,,
화강석 바닥판깔기(시공비),바탕20,M2,,-,-,"20,971",-,"1,534",-,"22,505",-,,,,,
화강석 바닥판깔기(시공비),바탕25,M2,,-,-,"20,971",-,"1,534",-,"22,505",-,,,,,
화강석 바닥판깔기/챌판(시공비),바탕20,M2,,-,-,"20,971",-,"1,534",-,"22,505",-,,,,,
"테라죠판붙임(습식, 일반)","바닥, T25mm, 모르타르 25mm",M2,,"12,270",-,"14,404",-,533,-,"27,207",-,,,,,
"테라죠판붙임(습식, 일반)","바닥, T25mm, 모르타르 75mm",M2,,"12,270",-,"14,404",-,533,-,"27,207",-,,,,,
"테라죠판붙임(습식, 일반)/계단","디딤판, T25mm, 모르타르 25mm",M2,,"22,407",-,"14,404",-,533,-,"37,344",-,,,,,
"테라죠판붙임(습식, 일반)/계단","챌판, T25mm, 모르타르 25mm",M2,,"22,407",-,"14,404",-,533,-,"37,344",-,,,,,
현관신발장하부재료분리대,"ㄱ-80+80*20T,몰탈30mm,주민공동시설,마루굽틀",m,,"32,736",-,"10,230",-,"2,046",-,"45,012",-,,,,,
[ 합           계 ],,,,,"31,581,327",,"22,999,736",,"2,419,825",,"57,000,888",,,,,
010405  타  일  공  사,,,,,,,,,,,,,,,,
도기질타일,"시유, 250*400mm",M2,-,"9,900",-,-,-,-,-,"9,900",-,,,,,
자기질타일,"시유, 200*200*7mm",M2,,"8,800",-,-,-,-,-,"8,800",-,,,,,
★벽타일(TL-03)/공용화장실,"100*300*9mm,타일앤타일 T82-1032",M2,234,"28,600","6,692,400",-,-,-,-,"28,600","6,692,400",,,,,
"★벽타일(TL-04)/관리사무소-탕비실,경로당-주방,어린이집-조리실","600*300*10mm,유로세라믹 6300 유광 화이트",M2,18,"28,600","514,800",-,-,-,-,"28,600","514,800",,,,,
★벽타일(TL-06)/경로당-화장실,"600*600*10mm,세림세라믹 HJ POTRO BL",M2,44,"28,600","1,258,400",-,-,-,-,"28,600","1,258,400",,,,,
"★벽타일(TL-15)/관리사무소,라운지카페-공용화장실","600*300*8mm,영진세라믹 W-AC-LP 06",M2,20,"28,600","572,000",-,-,-,-,"28,600","572,000",,,,,
"자기질타일/홀,전실",,M2,14,"9,350","130,900",-,-,-,-,"9,350","130,900",,,,,
★바닥타일(TL-01)/홀,"800*400*10mm,유로세라믹 GC-GREY",M2,210,"9,350","1,963,500",-,-,-,-,"9,350","1,963,500",,,,,
"★바닥타일(TL-02)/라커,샤워실","600*300*8mm,AMBRA L-1007F",M2,215,"9,350","2,010,250",-,-,-,-,"9,350","2,010,250",,,,,
★바닥타일(TL-05)/경로당-화장실,"600*300*9mm,BONO YH 60283",M2,16,"9,350","149,600",-,-,-,-,"9,350","149,600",,,,,
"★바닥타일(TL-14)/관리사무실,라운지카페-공용화장실,창고(소제싱크실)","600*600*10mm,유로세라믹 PANA-GREY",M2,274,"9,350","2,561,900",-,-,-,-,"9,350","2,561,900",,,,,
지정타일/외부테라스,,M2,49,"18,800","921,200",-,-,-,-,"18,800","921,200",,,,,
타일떠붙임(12mm),"벽,400*250",M2,,-,-,"15,675",-,-,-,"15,675",-,,,,,
타일떠붙임(18mm),"벽,400*250",M2,,-,-,"15,675",-,-,-,"15,675",-,,,,,
바닥타일붙이기/테라스,바탕몰탈20+압착5,M2,48,-,-,"14,630","702,240",-,-,"14,630","702,240",,,,,
바닥타일붙이기,바탕몰탈18+압착5,M2,415,-,-,"14,630","6,071,450",-,-,"14,630","6,071,450",,,,,
바닥타일붙이기,바탕몰탈38+압착5,M2,6,-,-,"14,630","87,780",-,-,"14,630","87,780",,,,,
바닥타일붙이기,바탕몰탈68+압착5,M2,110,-,-,"14,630","1,609,300",-,-,"14,630","1,609,300",,,,,
바닥타일붙이기,바탕몰탈108+압착5,M2,-,-,-,"14,630",-,-,-,"14,630",-,,,,,
타일붙이기,"벽,접착식",M2,-,-,-,"16,197",-,-,-,"16,197",-,,,,,
타일압착붙임,"바닥, 200*200",M2,467,-,-,"14,630","6,832,210",-,-,"14,630","6,832,210",,,,,
장애인용타일,300ⅹ300(돌출점36),개소,61,"8,360","509,960","6,270","382,470",-,-,"14,630","892,430",,,,,
마블세면대설치(건식/앵커),마블 W=600,M,-,"148,335",-,"30,690",-,"15,345",-,"194,370",-,,,,,
[ 합           계 ],,,,,"17,284,910",,"15,685,450",,-,,"32,970,360",,,,,
010406  목    공    사,,,,,,,,,,,,,,,,
강화합판마루설치-접착식,바닥,M2,-,"17,710",-,"5,115",-,-,-,"22,825",-,,,,,
"★우드플로링(WF-01)/경로당-거실,주방,할아버지방,할머니방","7.5mm, 구정마루 48 스카치 오크",M2,184,"17,710","3,258,640","5,115","941,160",-,-,"22,825","4,199,800",,,,,
"★우드플로링(WF-02)/관리사무소-숙직실,락카,어린이집","7.5mm, 구정마루 47 오크",M2,26,"17,710","460,460","5,115","132,990",-,-,"22,825","593,450",,,,,
목재마루설치-접착식,"휘트니스,골프장외",M2,,"33,000",-,"6,600",-,-,-,"39,600",-,,,,,
적삼목데크설치/주민공동시설,ㅁ-100*50방부목하지@750 T30 적삼목,M2,,"134,420",-,"46,530",-,-,-,"180,950",-,,,,,
PVC마루설치-접착식,탈의실,M2,,"10,340",-,"3,960",-,-,-,"14,300",-,,,,,
강화합판마루설치-접착식,바닥,M2,,"24,750",-,"5,830",-,-,-,"30,580",-,,,,,
[ 합           계 ],,,,,"3,719,100",,"1,074,150",,-,,"4,793,250",,,,,
010407  방  수  공  사,,,,,,,,,,,,,,,,
쉬트방수,바닥,M2,,"9,927",-,"3,135",-,522,-,"13,584",-,,,,,
쉬트방수,수직,M2,,"9,927",-,"3,657",-,522,-,"14,106",-,,,,,
우레탄도막방수,"바닥, 비노출 3MM",M2,957,"12,825","12,273,525","4,275","4,091,175",712,"681,384","17,812","17,046,084",,,,,
우레탄도막방수,"바닥, 비노출 2MM",M2,113,"10,500","1,186,500","4,275","483,075",712,"80,456","15,487","1,750,031",,,,,
우레탄도막방수,"벽, 비노출 3MM",M2,228,"12,825","2,924,100","4,987","1,137,036",712,"162,336","18,524","4,223,472",,,,,
논타르 우레탄코너방수,H=300,M,194,"4,500","873,000",750,"145,500",-,-,"5,250","1,018,500",,,,,
논타르 우레탄코너방수,W=200,M,125,"3,000","375,000",750,"93,750",-,-,"3,750","468,750",,,,,
고무아스팔트,"바닥 3mm, 비노출(드레인주위, 바닥+조적벽체)",M2,,"7,315",-,"3,135",-,522,-,"10,972",-,,,,,
수밀코킹(실리콘),"삼각, 5mm이하,타일코너",M,376,320,"120,320",426,"160,176",-,-,746,"280,496",,,,,
수밀코킹(실리콘),"삼각, 10mm이하,욕조주위",M,93,426,"39,618",426,"39,618",-,-,852,"79,236",,,,,
수밀코킹(우레탄),"10mm×10mm, 창호주위",M,"1,439",533,"766,987",533,"766,987",-,-,"1,066","1,533,974",,,,,
수밀코킹(우레탄),"5mm×5mm, 조적이질재 수직",M,95,320,"30,400",533,"50,635",-,-,853,"81,035",,,,,
수밀코킹(실리콘),"삼각, 10mm, ELEV주위",M,19,533,"10,127",533,"10,127",-,-,"1,066","20,254",,,,,
드라이월코킹,일반용,M,"1,283",650,"833,950",650,"833,950",-,-,"1,300","1,667,900",,,,,
방수모르타르바름/벽,콘크리트면 (T=6mm),M2,,313,-,"2,926",-,-,-,"3,239",-,,,,,
시멘트 액체방수,"바닥, 1종",M2,54,522,"28,188","3,135","169,290",522,"28,188","4,179","225,666",,,,,
시멘트 액체방수,"벽, 2종",M2,227,313,"71,051","2,926","664,202",522,"118,494","3,761","853,747",,,,,
보호모르타르 / 벽,"콘크리트면, 6mm",M2,,-,-,"3,135",-,-,-,"3,135",-,,,,,
보호모르타르 / 벽,"콘크리트면, 18mm",M2,23,-,-,"3,657","84,111",-,-,"3,657","84,111",,,,,
보호모르타르 / 바닥,"콘크리트면, 24mm",M2,,-,-,"3,135",-,-,-,"3,135",-,,,,,
방습필름설치,"바닥, 0.05mm, 2겹",M2,957,"1,045","1,000,065",522,"499,554",-,-,"1,567","1,499,619",,,,,
배수판설치,"지하바닥용, 500*500*45",M2,20,"4,950","99,000",900,"18,000",-,-,"5,850","117,000",,,,,
[ 합           계 ],,,,,"20,631,831",,"9,247,186",,"1,070,858",,"30,949,875",,,,,
010408  지붕및홈통공사,,,,,,,,,,,,,,,,
빗물받이불록,410*510*940,EA,8,"16,500","132,000",-,-,-,-,"16,500","132,000",,,,,
스테인레스 선홈통 설치,"D-100,T:1.5mm",M,44,"18,476","812,944","6,596","290,224","1,312","57,728","26,384","1,160,896",,,,,
스테인레스 선홈통 설치,"D-75,T:1.5mm",M,,"15,002",-,"5,355",-,"1,064",-,"21,421",-,,,,,
스텐상자홈통설치,250*250*250*1.5t,EA,8,"28,232","225,856","10,082","80,656","2,016","16,128","40,330","322,640",,,,,
루프드레인/ 주철제,D75mm(수직형),개소,,"22,024",-,"7,858",-,"1,570",-,"31,452",-,,,,,
루프드레인/ 주철제,D75mm(L형),개소,,"37,720",-,"13,472",-,"2,688",-,"53,880",-,,,,,
루프드레인/ 주철제,D100mm(L형),개소,8,"41,622","332,976","14,863","118,904","2,965","23,720","59,450","475,600",,,,,
[ 합           계 ],,,,,"1,503,776",,"489,784",,"97,576",,"2,091,136",,,,,
010409  금  속  공  사,,,,,,,,,,,,,,,,
SMC 천장판,"1.2×600×600mm, 틀포함",M2,,"36,479",-,"13,028",-,"2,604",-,"52,111",-,,,,,
알루미늄천장재,"칼라타일, 사각, 무공, 600*600mm",M2,33,"28,952","955,416","11,374","375,342",-,-,"40,326","1,330,758",,,,,
장애인용소변기손잡이/주민공동시설,T형,개소,2,"89,775","179,550","50,000","100,000",-,-,"139,775","279,550",,,,,
장애인용좌변기손잡이/주민공동시설,L형,개소,4,"89,775","359,100","50,000","200,000",-,-,"139,775","559,100",,,,,
장애인용세면대손잡이/주민공동시설,L형,개소,4,"89,775","359,100","50,000","200,000",-,-,"139,775","559,100",,,,,
와이어메시 깔기,#8 -150*150,M2,,"1,980",-,550,-,-,-,"2,530",-,,,,,
논슬립설치,"황동각형,50*13*7mm",M,48,"15,675","752,400","5,225","250,800",-,-,"20,900","1,003,200",,,,,
스테인리스사다리/ELEV.PIT,"W:400, D38.1+22.3*2t H=1500",EA,1,"59,692","59,692","21,320","21,320","4,259","4,259","85,271","85,271",,,,,
테라스난간,H=775,M,21,"28,600","600,600","10,890","228,690",-,-,"39,490","829,290",,,,,
스테인리스핸드레일,D50x45*1.0t+D30x19x0.7t+알루미늄기둥1.1t H:900,M,18,"71,438","1,285,884","25,507","459,126","5,097","91,746","102,042","1,836,756",,,,,
SST'L안전난간/주민공동시설,Ø38.1X1.2T STS+Ø19.0X0.8TSTS+Ø25.4X1.2TSTS H:1200,M,2,"25,410","50,820","10,890","21,780",-,-,"36,300","72,600",,,,,
SST'L강화유리난간/주민공동시설,"D50.8*1.5t+12T강화유리, H=1100",M,,"92,242",-,"32,942",-,"6,585",-,"131,769",-,,,,,
SST'L강화유리난간/주민공동시설,"D50.8*1.5t+12T강화유리, H=600",M,,"72,741",-,"25,973",-,"5,189",-,"103,903",-,,,,,
ST'L핸드레일/주민공동시설,"황주관60*40*2.3t+40*34*1.6t@650, H=900, 분체도장",M,,"28,665",-,"12,285",-,-,-,"40,950",-,,,,,
트랜치/주민공동시설,"아연도그레이팅, W200. I-25*5*3t",M,,"19,935",-,"7,113",-,"1,415",-,"28,463",-,,,,,
경량철골천정틀,"M-BAR,H:1M미만,인서트유",M2,-,"5,066",-,"4,446",-,-,-,"9,512",-,,,,,
경량철골천정틀,"M-BAR,H:1이상,인서트유",M2,"1,696","5,066","8,591,936","5,480","9,294,080",-,-,"10,546","17,886,016",,,,,
욕실천정틀,천정틀+PVC판넬+몰딩+점검구포함,M2,33,"13,959","460,647","9,306","307,098",-,-,"23,265","767,745",,,,,
"AL루버판넬설치/주민공동시설,보육시설,근생","외벽,칼라마감,틀포함",M2,672,"167,197","112,356,384","59,713","40,127,136","11,942","8,025,024","238,852","160,508,544",,,,,
엘리베이터후크,Ø100*22t STL,개,1,"26,593","26,593","9,491","9,491","1,892","1,892","37,976","37,976",,,,,
철재커텐박스(ㄱ자형),"150*150*1.2t, STL(도장 유)",M,78,"10,340","806,520","10,340","806,520",-,-,"20,680","1,613,040",,,,,
AL몰딩설(W형),"칼라, 15*15*15*15*1.0mm",M,927,"14,217","13,179,159","14,476","13,419,252",-,-,"28,693","26,598,411",,,,,
"금속걸레받이(MT-02)/피트니스,G/X-은경하부","H:40, 재원금속 / SUS HAIR LINE",M,25,"13,000","325,000","10,400","260,000","1,300","32,500","24,700","617,500",,,,,
"동판후레싱 두겁설치/주민공동시설,보육시설",50+310+50*0.5t,M,118,"130,284","15,373,512","50,248","5,929,264","5,577","658,086","186,109","21,960,862",,,,,
